No,Tenth_Percentage,Twelfth_Percentage,College_Tier,Degree,Subjects,UG_Percentage,Internship,Shortlisted_for_Interview,Aptitude_Perc,DS_Alg_Knowledge,Projects,Placed_IT
1322.0,82,88,tier2,B.E,EEE,92,Ongoing,Yes,72,Intermediate,No,No
1323.0,75,83,tier2,B.E,DS&AI,75,No,No,0,Advanced,Yes,No
1324.0,68,91,tier1,BTech,EEE,90,Ongoing,Yes,88,Novice,Yes,No
1325.0,67,56,tier3,BTech,IT,88,No,Yes,48,Advanced,No,No
1326.0,93,87,tier2,B.E,EEE,92,Ongoing,Yes,86,Novice,No,No
1327.0,88,92,tier1,B.E,CSE,72,Yes,No,0,Advanced,No,No
1328.0,85,89,tier2,BTech,CIVIL,88,Yes,Yes,70,Advanced,Yes,No
1329.0,71,81,tier2,BTech,DS&AI,81,Yes,Yes,81,Intermediate,No,No
1330.0,66,84,tier2,BTech,IT,94,Ongoing,Yes,73,Novice,No,No
1331.0,96,88,tier2,B.E,ECE,92,Yes,Yes,90,Advanced,No,No
1332.0,81,63,tier3,BTech,MECH,85,Ongoing,Yes,64,Advanced,Yes,No
1333.0,87,79,tier3,B.E,CIVIL,87,Yes,Yes,36,Intermediate,Yes,No
1334.0,76,78,tier3,B.E,IT,71,No,No,0,Novice,Yes,No
1335.0,80,72,tier3,BTech,ECE,90,Ongoing,Yes,59,Novice,Yes,No
1336.0,89,55,tier3,BTech,ECE,90,Yes,Yes,48,Novice,No,No
1337.0,73,93,tier1,B.E,ECE,73,Yes,No,0,Advanced,Yes,No
1338.0,84,80,tier2,BTech,ECE,73,No,No,0,Advanced,Yes,No
1339.0,87,73,tier3,BTech,IT,91,Ongoing,Yes,75,Novice,Yes,No
1340.0,88,89,tier2,B.E,CSE,78,Yes,Yes,90,Intermediate,Yes,Yes
1341.0,84,81,tier2,B.E,MECH,84,Ongoing,Yes,56,Novice,No,No
1342.0,98,61,tier3,B.E,EEE,85,Yes,Yes,77,Advanced,Yes,No
1343.0,89,76,tier3,B.E,EEE,68,No,No,0,Intermediate,No,No
1344.0,90,68,tier3,BTech,ECE,84,No,Yes,44,Novice,No,No
1345.0,97,85,tier2,B.E,ECE,86,Ongoing,Yes,71,Advanced,Yes,No
1346.0,74,72,tier3,B.E,DS&AI,80,Ongoing,Yes,49,Novice,Yes,No
1347.0,90,61,tier3,BTech,MECH,72,No,No,0,Advanced,Yes,No
1348.0,66,90,tier1,B.E,CIVIL,87,Ongoing,Yes,55,Advanced,Yes,No
1349.0,77,96,tier1,BTech,EEE,74,Ongoing,No,0,Novice,Yes,No
1350.0,78,72,tier3,BTech,EEE,87,No,Yes,83,Advanced,No,No
1351.0,68,62,tier3,BTech,ECE,70,Ongoing,No,0,Intermediate,No,No
1352.0,78,91,tier1,B.E,CSE,76,Ongoing,Yes,95,Intermediate,Yes,Yes
1353.0,86,63,tier3,B.E,MECH,68,Ongoing,No,0,Novice,No,No
1354.0,77,76,tier3,BTech,ECE,74,Ongoing,No,0,Advanced,No,No
1355.0,68,64,tier3,BTech,IT,76,Ongoing,Yes,75,Advanced,Yes,No
1356.0,92,66,tier3,BTech,ECE,89,Ongoing,Yes,52,Intermediate,No,No
1357.0,93,91,tier1,B.E,ECE,94,Yes,Yes,80,Advanced,No,No
1358.0,95,55,tier3,B.E,MECH,69,No,No,0,Novice,No,No
1359.0,93,65,tier3,BTech,IT,84,Yes,Yes,75,Intermediate,No,No
1360.0,91,72,tier3,B.E,EEE,92,No,Yes,36,Intermediate,No,No
1361.0,90,92,tier1,B.E,EEE,90,Yes,Yes,91,Intermediate,Yes,Yes
1362.0,76,93,tier1,B.E,EEE,70,Yes,No,0,Intermediate,No,No
1363.0,71,93,tier1,BTech,CIVIL,88,Yes,Yes,79,Advanced,Yes,No
1364.0,82,75,tier3,B.E,EEE,84,No,Yes,93,Novice,No,No
1365.0,84,66,tier3,B.E,ECE,91,Ongoing,Yes,98,Intermediate,Yes,Yes
1366.0,66,62,tier3,BTech,ECE,84,No,Yes,72,Intermediate,Yes,No
1367.0,72,58,tier3,B.E,CSE,76,Yes,Yes,62,Advanced,No,No
1368.0,93,92,tier1,B.E,MECH,80,Ongoing,Yes,40,Advanced,Yes,No
1369.0,69,65,tier3,B.E,EEE,64,Yes,No,0,Advanced,No,No
1370.0,91,94,tier1,B.E,CIVIL,71,Ongoing,No,0,Intermediate,Yes,No
1371.0,66,57,tier3,B.E,ECE,92,Ongoing,Yes,97,Novice,No,No
1372.0,81,72,tier3,B.E,MECH,84,Yes,Yes,71,Novice,No,No
1373.0,95,79,tier3,B.E,CIVIL,72,Yes,No,0,Novice,No,No
1374.0,96,86,tier2,BTech,CIVIL,80,No,Yes,95,Intermediate,Yes,No
1375.0,92,66,tier3,BTech,DS&AI,86,No,Yes,54,Advanced,No,No
1376.0,78,89,tier2,BTech,DS&AI,91,Yes,Yes,95,Advanced,No,No
1377.0,88,73,tier3,B.E,IT,62,Ongoing,No,0,Advanced,No,No
1378.0,78,65,tier3,B.E,DS&AI,64,Yes,No,0,Advanced,No,No
1379.0,92,57,tier3,BTech,EEE,95,Yes,Yes,57,Intermediate,No,No
1380.0,95,67,tier3,B.E,CSE,64,Ongoing,No,0,Advanced,No,No
1381.0,72,76,tier3,BTech,CSE,64,No,No,0,Novice,Yes,No
1382.0,95,57,tier3,BTech,IT,69,No,No,0,Advanced,No,No
1383.0,78,96,tier1,BTech,ECE,79,Ongoing,Yes,61,Novice,Yes,No
1384.0,76,73,tier3,BTech,DS&AI,73,Yes,No,0,Novice,Yes,No
1385.0,87,72,tier3,BTech,IT,68,Ongoing,No,0,Novice,No,No
1386.0,91,78,tier3,BTech,ECE,67,Yes,No,0,Advanced,No,No
1387.0,93,59,tier3,B.E,ECE,80,No,Yes,59,Novice,No,No
1388.0,82,57,tier3,B.E,DS&AI,66,Yes,No,0,Intermediate,Yes,No
1389.0,96,93,tier1,BTech,CSE,67,No,No,0,Novice,No,No
1390.0,71,83,tier2,B.E,CIVIL,67,No,No,0,Intermediate,Yes,No
1391.0,92,56,tier3,BTech,IT,86,Yes,Yes,62,Novice,Yes,No
1392.0,89,78,tier3,B.E,CIVIL,85,Ongoing,Yes,67,Advanced,No,No
1393.0,67,90,tier1,BTech,DS&AI,73,No,No,0,Advanced,No,No
1394.0,91,86,tier2,BTech,DS&AI,61,Ongoing,No,0,Advanced,Yes,No
1395.0,98,67,tier3,BTech,MECH,69,No,No,0,Novice,No,No
1396.0,83,69,tier3,BTech,CSE,72,No,No,0,Intermediate,Yes,No
1397.0,96,90,tier1,B.E,ECE,91,No,Yes,88,Advanced,Yes,No
1398.0,97,56,tier3,BTech,EEE,95,No,Yes,63,Intermediate,No,No
1399.0,66,62,tier3,B.E,ECE,82,Ongoing,Yes,90,Advanced,No,No
1400.0,93,82,tier2,BTech,EEE,60,No,No,0,Novice,No,No
1401.0,91,88,tier2,BTech,EEE,64,No,No,0,Advanced,Yes,No
1402.0,97,80,tier2,BTech,CIVIL,73,Yes,No,0,Novice,No,No
1403.0,87,70,tier3,B.E,MECH,63,No,No,0,Novice,Yes,No
1404.0,66,69,tier3,BTech,ECE,70,No,No,0,Intermediate,No,No
1405.0,66,78,tier3,B.E,IT,65,No,No,0,Advanced,No,No
1406.0,74,72,tier3,BTech,CIVIL,79,Yes,Yes,38,Advanced,Yes,No
1407.0,79,70,tier3,BTech,EEE,69,No,No,0,Novice,No,No
1408.0,88,58,tier3,B.E,CIVIL,79,Yes,Yes,50,Novice,Yes,No
1409.0,97,82,tier2,B.E,EEE,85,Yes,Yes,80,Intermediate,No,No
1410.0,77,87,tier2,BTech,CSE,60,No,No,0,Novice,No,No
1411.0,86,93,tier1,B.E,ECE,69,No,No,0,Intermediate,Yes,No
1412.0,93,74,tier3,BTech,ECE,91,Yes,Yes,86,Advanced,No,No
1413.0,90,61,tier3,B.E,EEE,62,No,No,0,Intermediate,No,No
1414.0,71,77,tier3,B.E,CIVIL,80,Yes,Yes,66,Novice,No,No
1415.0,81,83,tier2,BTech,ECE,92,Yes,Yes,39,Novice,No,No
1416.0,95,86,tier2,B.E,DS&AI,66,Ongoing,No,0,Intermediate,No,No
1417.0,92,57,tier3,B.E,IT,87,Ongoing,Yes,55,Novice,Yes,No
1418.0,67,75,tier3,B.E,CSE,77,Ongoing,Yes,72,Advanced,Yes,No
1419.0,96,55,tier3,BTech,DS&AI,94,No,Yes,61,Intermediate,Yes,No
1420.0,95,80,tier2,B.E,EEE,93,Yes,Yes,56,Intermediate,Yes,No
1421.0,67,67,tier3,BTech,IT,76,Yes,Yes,92,Advanced,No,No
1422.0,98,66,tier3,B.E,MECH,93,Ongoing,Yes,52,Novice,No,No
1423.0,76,96,tier1,B.E,MECH,62,Yes,No,0,Intermediate,Yes,No
1424.0,87,70,tier3,B.E,MECH,95,Ongoing,Yes,80,Advanced,Yes,No
1425.0,90,87,tier2,BTech,DS&AI,78,Ongoing,Yes,72,Novice,No,No
1426.0,69,76,tier3,B.E,ECE,78,Yes,Yes,80,Novice,Yes,No
1427.0,77,68,tier3,B.E,DS&AI,77,No,Yes,95,Novice,No,No
1428.0,97,89,tier2,BTech,IT,83,Ongoing,Yes,63,Advanced,No,No
1429.0,94,73,tier3,BTech,IT,79,Ongoing,Yes,42,Intermediate,No,No
1430.0,83,92,tier1,B.E,CSE,71,No,No,0,Advanced,Yes,No
1431.0,94,65,tier3,B.E,CIVIL,93,No,Yes,62,Novice,Yes,No
1432.0,68,77,tier3,B.E,CIVIL,82,Ongoing,Yes,75,Advanced,Yes,No
1433.0,68,80,tier2,B.E,MECH,61,Yes,No,0,Advanced,No,No
1434.0,78,85,tier2,BTech,ECE,77,Ongoing,Yes,59,Novice,Yes,No
1435.0,82,89,tier2,B.E,IT,71,Yes,No,0,Advanced,No,No
1436.0,87,65,tier3,BTech,ECE,95,Ongoing,Yes,40,Advanced,No,No
1437.0,76,84,tier2,BTech,ECE,68,No,No,0,Novice,No,No
1438.0,68,85,tier2,BTech,DS&AI,88,Yes,Yes,100,Novice,Yes,No
1439.0,98,73,tier3,B.E,MECH,72,No,No,0,Advanced,No,No
1440.0,78,76,tier3,BTech,EEE,87,No,Yes,93,Advanced,Yes,No
1441.0,92,59,tier3,B.E,EEE,83,Yes,Yes,87,Advanced,Yes,Yes
1442.0,91,92,tier1,B.E,CIVIL,89,Yes,Yes,44,Intermediate,Yes,No
1443.0,68,94,tier1,BTech,CIVIL,80,Ongoing,Yes,57,Advanced,Yes,No
1444.0,80,88,tier2,B.E,CSE,72,No,No,0,Intermediate,Yes,No
1445.0,87,61,tier3,B.E,EEE,86,Yes,Yes,46,Intermediate,No,No
1446.0,76,75,tier3,BTech,EEE,65,No,No,0,Novice,No,No
1447.0,70,70,tier3,B.E,CSE,78,Yes,Yes,97,Novice,No,No
1448.0,90,81,tier2,B.E,CSE,86,Yes,Yes,84,Intermediate,No,No
1449.0,66,70,tier3,BTech,CIVIL,60,Yes,No,0,Novice,Yes,No
1450.0,74,64,tier3,BTech,MECH,66,No,No,0,Advanced,Yes,No
1451.0,82,65,tier3,B.E,IT,88,Yes,Yes,54,Advanced,No,No
1452.0,68,55,tier3,BTech,DS&AI,73,No,No,0,Advanced,Yes,No
1453.0,77,57,tier3,B.E,EEE,73,No,No,0,Novice,Yes,No
1454.0,91,77,tier3,B.E,CSE,77,No,Yes,68,Intermediate,Yes,No
1455.0,90,79,tier3,BTech,ECE,94,Ongoing,Yes,68,Novice,No,No
1456.0,77,65,tier3,BTech,CSE,73,Yes,No,0,Advanced,Yes,No
1457.0,74,65,tier3,B.E,CSE,93,Yes,Yes,57,Intermediate,Yes,No
1458.0,85,85,tier2,B.E,CSE,74,Yes,No,0,Intermediate,Yes,No
1459.0,96,95,tier1,BTech,EEE,73,Ongoing,No,0,Intermediate,Yes,No
1460.0,93,61,tier3,BTech,DS&AI,95,Ongoing,Yes,44,Intermediate,Yes,No
1461.0,96,73,tier3,B.E,CSE,71,Ongoing,No,0,Advanced,No,No
1462.0,88,81,tier2,B.E,ECE,68,Ongoing,No,0,Advanced,Yes,No
1463.0,97,75,tier3,B.E,CSE,90,No,Yes,99,Intermediate,No,No
1464.0,87,60,tier3,B.E,ECE,60,No,No,0,Intermediate,Yes,No
1465.0,94,56,tier3,B.E,MECH,94,No,Yes,38,Novice,No,No
1466.0,91,92,tier1,B.E,IT,86,Ongoing,Yes,84,Novice,No,No
1467.0,88,79,tier3,BTech,CIVIL,60,Ongoing,No,0,Advanced,No,No
1468.0,86,58,tier3,BTech,MECH,66,Yes,No,0,Intermediate,No,No
1469.0,78,64,tier3,B.E,CSE,84,Ongoing,Yes,81,Advanced,No,No
1470.0,87,63,tier3,B.E,CSE,62,Yes,No,0,Novice,Yes,No
1471.0,67,79,tier3,B.E,ECE,61,No,No,0,Novice,Yes,No
1472.0,73,64,tier3,B.E,MECH,66,Ongoing,No,0,Advanced,Yes,No
1473.0,91,92,tier1,B.E,EEE,61,Yes,No,0,Advanced,No,No
1474.0,71,79,tier3,B.E,ECE,62,No,No,0,Advanced,No,No
1475.0,82,83,tier2,B.E,IT,87,Yes,Yes,47,Advanced,No,No
1476.0,66,88,tier2,BTech,CSE,61,Ongoing,No,0,Advanced,Yes,No
1477.0,75,71,tier3,BTech,DS&AI,70,Ongoing,No,0,Advanced,Yes,No
1478.0,73,58,tier3,B.E,ECE,74,Yes,No,0,Intermediate,No,No
1479.0,94,76,tier3,B.E,IT,67,Ongoing,No,0,Novice,No,No
1480.0,97,89,tier2,B.E,IT,70,Yes,No,0,Advanced,No,No
1481.0,83,60,tier3,BTech,DS&AI,62,Yes,No,0,Advanced,No,No
1482.0,73,79,tier3,BTech,ECE,86,No,Yes,50,Intermediate,Yes,No
1483.0,88,85,tier2,BTech,MECH,84,Ongoing,Yes,36,Novice,No,No
1484.0,77,82,tier2,BTech,DS&AI,88,No,Yes,93,Advanced,Yes,No
1485.0,69,61,tier3,BTech,CIVIL,68,Ongoing,No,0,Intermediate,Yes,No
1486.0,70,59,tier3,BTech,IT,94,Ongoing,Yes,41,Novice,Yes,No
1487.0,70,66,tier3,B.E,ECE,74,Yes,No,0,Novice,No,No
1488.0,93,96,tier1,B.E,MECH,77,Ongoing,Yes,48,Novice,Yes,No
1489.0,83,56,tier3,BTech,EEE,88,Ongoing,Yes,41,Advanced,No,No
1490.0,81,61,tier3,B.E,EEE,79,No,Yes,54,Advanced,No,No
1491.0,88,67,tier3,B.E,IT,68,Ongoing,No,0,Novice,No,No
1492.0,90,84,tier2,BTech,ECE,79,No,Yes,35,Intermediate,Yes,No
1493.0,97,60,tier3,B.E,EEE,81,Yes,Yes,40,Novice,No,No
1494.0,69,70,tier3,BTech,CIVIL,88,Ongoing,Yes,51,Advanced,Yes,No
1495.0,71,84,tier2,BTech,ECE,90,Ongoing,Yes,49,Intermediate,No,No
1496.0,93,92,tier1,BTech,EEE,69,Ongoing,No,0,Intermediate,No,No
1497.0,98,66,tier3,BTech,DS&AI,87,Ongoing,Yes,99,Advanced,Yes,Yes
1498.0,84,71,tier3,BTech,ECE,60,Yes,No,0,Novice,No,No
1499.0,84,58,tier3,BTech,CIVIL,61,Yes,No,0,Novice,Yes,No
1500.0,84,68,tier3,BTech,EEE,65,Ongoing,No,0,Intermediate,No,No
1501.0,70,96,tier1,BTech,CIVIL,68,Yes,No,0,Advanced,Yes,No
1502.0,76,84,tier2,BTech,CSE,74,Yes,No,0,Intermediate,No,No
1503.0,91,64,tier3,B.E,MECH,77,Yes,Yes,76,Advanced,Yes,No
1504.0,74,88,tier2,BTech,IT,92,Ongoing,Yes,77,Novice,No,No
1505.0,74,94,tier1,B.E,EEE,61,No,No,0,Intermediate,Yes,No
1506.0,97,69,tier3,BTech,MECH,77,No,Yes,55,Intermediate,Yes,No
1507.0,92,75,tier3,B.E,DS&AI,69,Ongoing,No,0,Novice,Yes,No
1508.0,92,72,tier3,BTech,CIVIL,83,Ongoing,Yes,94,Intermediate,Yes,Yes
1509.0,75,91,tier1,B.E,IT,77,No,Yes,100,Novice,Yes,No
1510.0,70,84,tier2,B.E,MECH,81,No,Yes,96,Intermediate,Yes,No
1511.0,68,74,tier3,B.E,DS&AI,78,Yes,Yes,63,Intermediate,No,No
1512.0,80,64,tier3,B.E,MECH,75,Ongoing,No,0,Novice,Yes,No
1513.0,86,64,tier3,BTech,IT,94,Ongoing,Yes,47,Advanced,No,No
1514.0,82,63,tier3,BTech,IT,71,Ongoing,No,0,Novice,Yes,No
1515.0,77,56,tier3,B.E,DS&AI,60,Ongoing,No,0,Advanced,Yes,No
1516.0,74,92,tier1,B.E,CIVIL,95,No,Yes,98,Advanced,No,No
1517.0,83,88,tier2,B.E,DS&AI,64,Yes,No,0,Advanced,No,No
1518.0,78,80,tier2,B.E,DS&AI,95,Yes,Yes,84,Intermediate,Yes,No
1519.0,84,57,tier3,B.E,DS&AI,63,No,No,0,Intermediate,No,No
1520.0,78,62,tier3,BTech,DS&AI,86,Yes,Yes,61,Novice,Yes,No
1521.0,70,60,tier3,B.E,ECE,94,Yes,Yes,82,Intermediate,Yes,No
1522.0,92,88,tier2,B.E,ECE,95,Ongoing,Yes,53,Advanced,No,No
1523.0,66,77,tier3,BTech,IT,77,Ongoing,Yes,90,Advanced,No,No
1524.0,82,93,tier1,BTech,IT,83,Ongoing,Yes,59,Novice,No,No
1525.0,73,88,tier2,BTech,ECE,68,Yes,No,0,Intermediate,No,No
1526.0,76,84,tier2,B.E,DS&AI,92,Yes,Yes,48,Novice,Yes,No
1527.0,89,89,tier2,BTech,IT,62,Ongoing,No,0,Intermediate,No,No
1528.0,95,55,tier3,BTech,EEE,73,Yes,No,0,Intermediate,No,No
1529.0,86,70,tier3,BTech,IT,86,Ongoing,Yes,69,Novice,Yes,No
1530.0,88,83,tier2,B.E,DS&AI,81,Yes,Yes,76,Intermediate,No,No
1531.0,98,83,tier2,BTech,IT,87,No,Yes,96,Novice,Yes,No
1532.0,68,64,tier3,B.E,CIVIL,67,Ongoing,No,0,Advanced,No,No
1533.0,76,67,tier3,BTech,IT,60,Yes,No,0,Advanced,No,No
1534.0,81,90,tier1,BTech,CSE,79,Ongoing,Yes,69,Novice,Yes,No
1535.0,67,72,tier3,BTech,CIVIL,82,Ongoing,Yes,56,Advanced,No,No
1536.0,84,66,tier3,B.E,CSE,87,Yes,Yes,87,Novice,No,No
1537.0,71,87,tier2,BTech,IT,86,Yes,Yes,87,Intermediate,No,No
1538.0,71,58,tier3,B.E,ECE,81,Yes,Yes,46,Advanced,No,No
1539.0,75,96,tier1,BTech,MECH,79,Yes,Yes,96,Novice,Yes,No
1540.0,83,87,tier2,B.E,IT,60,Yes,No,0,Novice,Yes,No
1541.0,74,63,tier3,B.E,IT,85,Yes,Yes,97,Intermediate,No,No
1542.0,83,87,tier2,BTech,EEE,83,Yes,Yes,97,Intermediate,No,No
1543.0,73,80,tier2,BTech,IT,87,Yes,Yes,79,Intermediate,Yes,No
1544.0,72,63,tier3,B.E,ECE,91,Ongoing,Yes,79,Intermediate,No,No
1545.0,86,94,tier1,B.E,DS&AI,95,Ongoing,Yes,68,Intermediate,Yes,No
1546.0,84,77,tier3,B.E,CSE,64,No,No,0,Novice,Yes,No
1547.0,66,92,tier1,BTech,IT,88,No,Yes,54,Advanced,Yes,No
1548.0,66,62,tier3,BTech,MECH,68,Ongoing,No,0,Intermediate,No,No
1549.0,95,88,tier2,BTech,MECH,77,Yes,Yes,44,Novice,No,No
1550.0,69,87,tier2,B.E,MECH,81,Ongoing,Yes,91,Intermediate,Yes,Yes
1551.0,87,67,tier3,B.E,ECE,60,Yes,No,0,Intermediate,Yes,No
1552.0,93,94,tier1,BTech,ECE,60,Ongoing,No,0,Intermediate,Yes,No
1553.0,75,67,tier3,B.E,EEE,87,No,Yes,41,Advanced,No,No
1554.0,87,71,tier3,B.E,DS&AI,93,Yes,Yes,84,Advanced,No,No
1555.0,90,62,tier3,B.E,IT,87,Ongoing,Yes,40,Novice,No,No
1556.0,79,89,tier2,BTech,EEE,88,No,Yes,41,Intermediate,Yes,No
1557.0,66,55,tier3,BTech,CSE,69,No,No,0,Novice,Yes,No
1558.0,76,65,tier3,BTech,IT,90,No,Yes,84,Novice,Yes,No
1559.0,95,74,tier3,BTech,ECE,87,Yes,Yes,51,Novice,No,No
1560.0,75,62,tier3,BTech,MECH,88,No,Yes,76,Intermediate,No,No
1561.0,97,72,tier3,BTech,EEE,79,No,Yes,88,Novice,No,No
1562.0,76,59,tier3,B.E,MECH,70,No,No,0,Novice,No,No
1563.0,94,88,tier2,BTech,IT,79,Yes,Yes,71,Intermediate,No,No
1564.0,93,83,tier2,BTech,CSE,75,Ongoing,No,0,Novice,Yes,No
1565.0,75,61,tier3,BTech,MECH,83,Ongoing,Yes,94,Intermediate,Yes,Yes
1566.0,97,60,tier3,BTech,CSE,61,Ongoing,No,0,Intermediate,Yes,No
1567.0,82,57,tier3,B.E,CSE,72,No,No,0,Intermediate,No,No
1568.0,69,79,tier3,BTech,CSE,87,No,Yes,42,Advanced,Yes,No
1569.0,92,74,tier3,B.E,DS&AI,73,Yes,No,0,Intermediate,No,No
1570.0,95,96,tier1,B.E,ECE,77,No,Yes,77,Advanced,No,No
1571.0,76,55,tier3,B.E,ECE,86,No,Yes,38,Novice,No,No
1572.0,73,59,tier3,BTech,MECH,80,Yes,Yes,93,Advanced,Yes,Yes
1573.0,94,86,tier2,BTech,IT,75,No,No,0,Intermediate,No,No
1574.0,73,58,tier3,B.E,CSE,79,No,Yes,64,Advanced,Yes,No
1575.0,76,76,tier3,BTech,DS&AI,67,Yes,No,0,Novice,No,No
1576.0,70,63,tier3,BTech,MECH,60,Ongoing,No,0,Advanced,No,No
1577.0,98,96,tier1,BTech,CSE,69,Yes,No,0,Novice,Yes,No
1578.0,79,65,tier3,BTech,ECE,62,Ongoing,No,0,Intermediate,No,No
1579.0,96,85,tier2,B.E,IT,80,No,Yes,36,Intermediate,No,No
1580.0,67,63,tier3,B.E,ECE,80,No,Yes,75,Novice,Yes,No
1581.0,91,66,tier3,BTech,CSE,85,Ongoing,Yes,72,Novice,No,No
1582.0,73,55,tier3,B.E,MECH,66,No,No,0,Novice,No,No
1583.0,82,85,tier2,BTech,CSE,95,No,Yes,46,Advanced,No,No
1584.0,67,91,tier1,BTech,CSE,89,No,Yes,82,Advanced,Yes,No
1585.0,87,77,tier3,B.E,CSE,88,Yes,Yes,46,Novice,Yes,No
1586.0,73,95,tier1,B.E,MECH,72,No,No,0,Intermediate,Yes,No
1587.0,92,81,tier2,BTech,IT,70,No,No,0,Advanced,No,No
1588.0,90,74,tier3,B.E,EEE,72,No,No,0,Intermediate,No,No
1589.0,98,58,tier3,BTech,ECE,61,No,No,0,Intermediate,No,No
1590.0,69,75,tier3,BTech,CIVIL,70,Ongoing,No,0,Novice,No,No
1591.0,78,86,tier2,B.E,MECH,76,No,Yes,84,Intermediate,No,No
1592.0,93,57,tier3,B.E,CIVIL,73,Ongoing,No,0,Novice,Yes,No
1593.0,95,95,tier1,B.E,CSE,76,Yes,Yes,60,Intermediate,No,No
1594.0,73,85,tier2,B.E,IT,77,Ongoing,Yes,95,Novice,Yes,No
1595.0,97,62,tier3,BTech,DS&AI,69,No,No,0,Novice,No,No
1596.0,89,95,tier1,B.E,EEE,73,Ongoing,No,0,Advanced,Yes,No
1597.0,95,71,tier3,BTech,CSE,80,Ongoing,Yes,36,Intermediate,No,No
1598.0,81,90,tier1,BTech,ECE,66,Ongoing,No,0,Intermediate,Yes,No
1599.0,67,90,tier1,B.E,CIVIL,81,No,Yes,40,Advanced,Yes,No
1600.0,93,55,tier3,B.E,ECE,89,No,Yes,74,Advanced,Yes,No
1601.0,66,95,tier1,B.E,EEE,91,Yes,Yes,35,Advanced,Yes,No
1602.0,80,93,tier1,B.E,EEE,92,Yes,Yes,86,Intermediate,Yes,Yes
1603.0,81,79,tier3,BTech,CSE,85,Ongoing,Yes,47,Novice,No,No
1604.0,72,57,tier3,B.E,DS&AI,95,No,Yes,86,Novice,Yes,No
1605.0,72,78,tier3,B.E,MECH,92,Yes,Yes,63,Novice,No,No
1606.0,92,58,tier3,B.E,IT,78,Yes,Yes,62,Intermediate,No,No
1607.0,88,71,tier3,B.E,MECH,93,Yes,Yes,95,Advanced,Yes,Yes
1608.0,95,82,tier2,B.E,ECE,70,Yes,No,0,Advanced,No,No
1609.0,93,73,tier3,B.E,EEE,78,No,Yes,49,Novice,No,No
1610.0,76,84,tier2,BTech,IT,78,No,Yes,84,Novice,Yes,No
1611.0,84,81,tier2,BTech,EEE,88,No,Yes,66,Intermediate,Yes,No
1612.0,94,80,tier2,BTech,CSE,64,Yes,No,0,Novice,No,No
1613.0,94,88,tier2,BTech,CIVIL,64,Yes,No,0,Novice,Yes,No
1614.0,66,60,tier3,BTech,CIVIL,88,No,Yes,87,Novice,Yes,No
1615.0,84,89,tier2,BTech,CSE,80,Yes,Yes,53,Advanced,Yes,No
1616.0,88,60,tier3,B.E,CIVIL,87,Yes,Yes,44,Advanced,Yes,No
1617.0,94,58,tier3,BTech,EEE,94,Ongoing,Yes,71,Intermediate,Yes,No
1618.0,88,87,tier2,BTech,IT,79,No,Yes,94,Advanced,Yes,No
1619.0,91,84,tier2,BTech,CIVIL,70,Yes,No,0,Intermediate,Yes,No
1620.0,73,92,tier1,B.E,CSE,94,Ongoing,Yes,61,Advanced,Yes,No
1621.0,79,96,tier1,B.E,CSE,72,No,No,0,Novice,No,No
1622.0,96,88,tier2,BTech,EEE,63,No,No,0,Intermediate,Yes,No
1623.0,79,77,tier3,BTech,IT,64,No,No,0,Intermediate,Yes,No
1624.0,77,83,tier2,B.E,CIVIL,82,Yes,Yes,78,Intermediate,No,No
1625.0,72,86,tier2,BTech,CSE,83,Yes,Yes,63,Advanced,Yes,No
1626.0,97,84,tier2,B.E,IT,90,No,Yes,73,Novice,Yes,No
1627.0,93,67,tier3,B.E,ECE,66,Ongoing,No,0,Intermediate,No,No
1628.0,79,93,tier1,B.E,DS&AI,68,Yes,No,0,Novice,Yes,No
1629.0,90,76,tier3,B.E,CIVIL,80,Ongoing,Yes,52,Advanced,Yes,No
1630.0,84,75,tier3,BTech,EEE,83,Yes,Yes,48,Intermediate,No,No
1631.0,84,92,tier1,B.E,EEE,64,Ongoing,No,0,Intermediate,No,No
1632.0,69,56,tier3,BTech,EEE,86,Yes,Yes,55,Advanced,No,No
1633.0,85,77,tier3,BTech,MECH,78,No,Yes,79,Novice,Yes,No
1634.0,81,87,tier2,B.E,DS&AI,77,Ongoing,Yes,81,Intermediate,Yes,No
1635.0,93,70,tier3,B.E,EEE,63,Ongoing,No,0,Intermediate,No,No
1636.0,78,58,tier3,BTech,DS&AI,63,No,No,0,Advanced,No,No
1637.0,71,95,tier1,B.E,CSE,91,Yes,Yes,75,Novice,No,No
1638.0,69,79,tier3,BTech,CSE,95,No,Yes,49,Novice,Yes,No
1639.0,96,55,tier3,BTech,IT,74,Ongoing,No,0,Novice,Yes,No
1640.0,71,59,tier3,BTech,ECE,62,No,No,0,Intermediate,No,No
1641.0,85,61,tier3,B.E,DS&AI,61,Yes,No,0,Advanced,No,No
1642.0,94,90,tier1,B.E,DS&AI,77,No,Yes,44,Novice,No,No
1643.0,71,76,tier3,BTech,IT,66,No,No,0,Novice,Yes,No
1644.0,70,82,tier2,B.E,MECH,93,Yes,Yes,99,Novice,Yes,No
1645.0,86,72,tier3,BTech,DS&AI,68,Yes,No,0,Novice,Yes,No
1646.0,88,65,tier3,BTech,EEE,83,No,Yes,72,Intermediate,No,No
1647.0,67,66,tier3,B.E,MECH,68,No,No,0,Intermediate,No,No
1648.0,71,57,tier3,BTech,DS&AI,92,Yes,Yes,55,Advanced,Yes,No
